sf_th_rp_1,sf_th_rp_2
0.405929711733913,0.0103472523019963
0.443117408906883,0.0050980424928449
0.0254400834245328,0.877823425197887
0.0601214574898785,0.715358899338352
0.407750938433674,0.00901030848790588
0.433771106941839,0.00554512969679618
