sca_sf_nwh_rp_1,sca_sf_nwh_rp_2
0.790399688409504,2.16731532116868e-09
0.789676113360324,9.4718404008444e-08
0.180082871321272,0.272630025669632
0.198785425101215,0.224222759519079
0.58647112362385,6.9823250811739e-05
0.617823639774859,3.21686526855565e-05
