sca_sf_th_rp_1,sca_sf_th_rp_2
0.60712225421132,4.1676176669744e-05
0.520242914979757,0.000812815131967296
0.841534449962607,1.94973577083121e-11
0.887246963562753,0
0.929708357005326,4.51511055864147e-18
0.918574108818011,0
